TransactionID,TransactionAmount,TransactionTime,MerchantCategory,CustomerAge,CustomerGender,CustomerIncome,TransactionLocation,PreviousFraudCount,Fraud
433,1910.79,19.75,Online,37,Female,48008,Urban,1,0
434,2649.93,9.33,Healthcare,37,Male,41202,Rural,0,0
435,1135.64,10.66,Healthcare,45,Male,188464,Rural,4,1
436,3464.59,13.63,Electronics,80,Female,57340,Urban,3,1
437,4536.46,17.68,Travel,70,Female,131961,Suburban,5,1
438,3392.69,0.73,Electronics,27,Female,119911,Rural,1,1
439,2174.46,4.45,Fashion,51,Male,57491,Rural,1,0
440,4363.31,13.18,Healthcare,20,Female,155785,Suburban,3,1
441,206.38,5.04,Travel,38,Female,51293,Rural,1,0
442,3096.36,23.86,Restaurant,43,Male,29801,Suburban,5,1
443,1036.02,15.94,Travel,70,Female,90421,Urban,3,0
444,2151.44,5.05,Fashion,26,Female,67445,Rural,0,0
445,607.46,22.76,Restaurant,23,Female,69389,Suburban,4,0
446,4429.77,11.03,Online,57,Male,137775,Suburban,2,1
447,3253.5,0.99,Online,61,Female,163827,Urban,1,0
448,4523.05,5.81,Fuel,39,Male,139745,Suburban,1,0
449,1835.54,8.76,Healthcare,38,Male,192001,Rural,2,0
450,3390.31,16.71,Online,74,Male,61203,Urban,4,1
451,2310.83,23.53,Fashion,28,Female,91924,Rural,0,0
452,4078.79,19.34,Fashion,27,Female,196509,Suburban,2,1
453,4207.27,20.45,Healthcare,24,Female,25302,Suburban,5,1
454,4631.81,1.5,Electronics,39,Female,131136,Suburban,0,0
455,3211.29,4.71,Travel,65,Male,128457,Rural,5,1
456,3397.82,8.78,Online,33,Female,189393,Urban,0,1
457,4012.15,20.5,Fuel,19,Male,99984,Suburban,3,1
458,4350.56,13.09,Restaurant,60,Male,166034,Suburban,4,1
459,516.72,6.53,Electronics,58,Male,30690,Rural,0,1
460,2315.01,14.63,Restaurant,60,Female,124877,Rural,4,0
461,90.38,6.87,Fuel,67,Female,93841,Suburban,1,0
462,3566.63,19.67,Grocery,40,Male,24690,Urban,0,0
463,3856.4,19.81,Travel,56,Female,28033,Urban,4,1
464,1704.37,13.62,Healthcare,47,Female,47594,Urban,2,0
465,722.58,14.78,Restaurant,55,Female,85534,Rural,0,0
466,2662.29,17.12,Grocery,68,Female,184706,Suburban,3,0
467,2149.78,14.34,Online,53,Female,106997,Rural,0,1
468,4102.25,15.01,Online,77,Male,176689,Urban,3,1
469,1360.06,4.93,Fuel,47,Male,187902,Rural,0,0
470,2995.3,7.74,Healthcare,47,Female,96367,Rural,1,0
471,4962.46,6.98,Restaurant,62,Female,61302,Rural,0,0
472,1186.77,14.56,Online,58,Female,88100,Suburban,0,0
473,2674.7,5.39,Fashion,80,Female,103618,Urban,1,1
474,2009.07,20.22,Online,49,Male,43366,Suburban,2,0
475,4345.37,22.36,Fashion,61,Female,183936,Urban,5,1
476,3789.97,17.89,Grocery,18,Female,128212,Suburban,3,1
477,2303.67,19.91,Healthcare,27,Male,116030,Suburban,4,0
478,2364.38,13.17,Fuel,80,Female,141777,Suburban,0,1
479,1321.99,21.46,Grocery,29,Male,178661,Rural,5,1
480,3654.73,3.78,Restaurant,55,Male,75049,Urban,4,1
481,2409.81,3.74,Travel,20,Female,144597,Rural,2,0
482,3797.37,13.39,Travel,75,Male,73926,Rural,1,1
483,3815.01,16.08,Online,76,Female,166681,Suburban,5,1
484,4586.3,9.05,Grocery,25,Female,188986,Urban,3,1
485,1448.49,12.43,Restaurant,29,Male,134622,Rural,2,0
486,2206.86,17.83,Fuel,31,Female,55549,Urban,2,1
487,4817.11,6.63,Fuel,63,Male,76527,Urban,2,1
488,1633.47,9.42,Online,46,Female,28313,Urban,3,0
489,2107.69,7.57,Travel,24,Male,45237,Suburban,0,0
490,1890.77,7.98,Fashion,36,Male,120939,Suburban,0,0
491,3893.27,14.98,Fuel,18,Male,169206,Rural,1,0
492,142.28,20.58,Restaurant,26,Female,165101,Urban,2,0
493,1518.44,11.29,Grocery,75,Male,174304,Suburban,5,0
494,2481.4,12.72,Fuel,45,Male,86526,Urban,4,0
495,4581.78,3.04,Healthcare,20,Male,83117,Suburban,1,0
496,2433.56,18.45,Grocery,78,Male,128543,Urban,1,0
497,4774.77,22.71,Grocery,24,Female,117606,Suburban,0,0
498,3313.31,14.6,Electronics,50,Male,129703,Urban,5,1
499,1218.95,10.58,Electronics,18,Female,178279,Rural,1,0
500,3853.0,15.13,Fashion,21,Male,80436,Suburban,0,0
501,948.63,23.74,Travel,39,Male,99882,Rural,0,0
502,3639.57,2.92,Online,61,Male,37339,Urban,0,0
503,2400.59,10.28,Online,54,Male,119589,Rural,3,0
504,4201.06,1.18,Fuel,28,Female,96922,Rural,0,0
505,4455.97,7.04,Restaurant,32,Female,95470,Suburban,0,0
506,3713.66,17.24,Travel,63,Male,97051,Suburban,0,0
507,1339.5,1.1,Healthcare,75,Female,77100,Suburban,2,0
508,774.99,8.97,Fuel,71,Male,149407,Rural,5,0
509,2930.34,15.3,Electronics,29,Male,107995,Suburban,0,0
510,2247.63,11.87,Restaurant,61,Female,186637,Urban,0,1
511,1632.57,6.46,Travel,46,Female,38474,Rural,4,0
512,1020.59,18.26,Fashion,80,Female,102134,Urban,1,1
513,4998.11,5.53,Grocery,60,Male,24437,Urban,4,1
514,1085.92,5.83,Travel,52,Male,168274,Urban,2,0
515,1181.77,11.13,Online,73,Male,51942,Urban,1,1
516,2787.97,23.12,Grocery,48,Female,38459,Suburban,5,0
517,4334.7,12.09,Online,38,Female,133076,Suburban,0,0
518,4389.29,10.76,Travel,46,Female,127719,Urban,0,0
519,3141.3,10.79,Grocery,42,Male,62603,Rural,2,1
520,3298.75,7.01,Travel,74,Male,29177,Urban,1,0
521,2458.57,19.41,Fuel,21,Male,43620,Suburban,0,0
522,130.44,6.7,Electronics,62,Male,109028,Urban,2,0
523,3023.96,8.21,Travel,66,Male,84006,Suburban,2,1
524,475.19,9.1,Fashion,24,Female,51561,Urban,5,0
525,275.53,4.96,Grocery,24,Male,188702,Urban,5,0
526,1287.04,7.79,Online,77,Female,146457,Urban,1,0
527,1499.41,23.28,Fuel,46,Female,103186,Rural,3,0
528,3693.84,4.72,Electronics,54,Male,97738,Urban,1,1
529,2003.77,16.58,Fuel,66,Male,147482,Urban,2,0
530,2224.38,7.47,Healthcare,72,Female,174037,Suburban,2,0
531,1497.32,5.22,Electronics,55,Female,82586,Rural,5,0
532,2533.52,21.54,Healthcare,56,Male,192247,Urban,1,0
533,1185.97,6.98,Electronics,36,Male,40040,Rural,1,0
534,4689.02,1.71,Travel,44,Male,199790,Rural,0,0
535,1806.04,22.97,Fuel,36,Male,189578,Suburban,2,0
536,2720.71,14.77,Travel,28,Male,38689,Suburban,0,0
537,4105.89,7.07,Online,59,Female,114712,Rural,5,1
538,4008.34,16.99,Online,39,Male,58586,Rural,4,1
539,462.77,17.2,Travel,19,Female,185530,Suburban,3,0
540,3528.62,21.71,Electronics,80,Male,141242,Suburban,3,1
541,1216.86,23.81,Fashion,43,Female,117104,Suburban,5,0
542,2290.73,18.87,Travel,42,Male,110337,Suburban,2,0
543,1489.98,0.58,Fuel,58,Female,176245,Suburban,2,0
544,3694.73,14.93,Online,24,Female,72368,Rural,5,1
545,2026.83,22.54,Fuel,66,Female,136977,Suburban,0,0
546,178.23,3.47,Electronics,74,Female,36599,Rural,2,0
547,857.96,11.03,Fuel,51,Female,37259,Rural,2,0
548,3127.02,6.62,Fashion,69,Female,132825,Suburban,1,0
549,4797.93,8.9,Fuel,65,Female,178950,Urban,5,1
550,929.81,15.43,Fashion,57,Female,21597,Rural,1,0
551,4804.87,18.31,Electronics,20,Male,33540,Suburban,2,1
552,2325.85,4.5,Grocery,75,Female,33484,Urban,1,0
553,622.91,16.56,Online,35,Female,164573,Rural,1,0
554,4125.31,3.72,Restaurant,62,Female,115114,Suburban,0,0
555,2238.7,5.43,Grocery,80,Female,184777,Suburban,1,0
556,1118.56,23.13,Healthcare,22,Female,176689,Urban,1,1
557,2013.58,7.48,Online,31,Male,32502,Rural,2,0
558,1521.44,9.65,Travel,57,Male,81311,Suburban,0,1
559,2858.65,20.87,Fuel,59,Male,148025,Suburban,5,0
560,1136.89,23.81,Fashion,67,Female,96558,Urban,4,0
561,439.85,1.48,Grocery,72,Male,81323,Rural,4,0
562,1016.71,5.33,Electronics,33,Male,42214,Rural,2,0
563,4882.33,15.33,Travel,26,Female,31985,Urban,0,0
564,4029.77,16.52,Healthcare,60,Female,103688,Urban,5,1
565,2895.56,16.53,Grocery,34,Male,25568,Urban,2,0
566,1149.17,23.93,Electronics,23,Male,85741,Suburban,2,0
567,1337.14,16.88,Restaurant,65,Female,109442,Suburban,1,0
568,1151.9,11.8,Online,57,Female,131803,Suburban,5,0
569,3153.65,13.17,Online,28,Male,176432,Rural,5,1
570,2975.43,11.31,Grocery,76,Male,180692,Suburban,4,0
571,3524.63,19.29,Restaurant,22,Male,100746,Suburban,3,1
572,3684.39,2.24,Grocery,69,Female,38316,Rural,3,1
573,3602.84,4.71,Electronics,64,Male,152400,Rural,3,1
574,2994.77,10.47,Fashion,70,Male,163247,Urban,4,1
575,4256.3,10.63,Restaurant,54,Female,196061,Urban,0,0
576,1064.53,18.3,Fashion,28,Female,119593,Rural,3,0
577,2719.8,14.88,Fashion,60,Male,130921,Urban,2,0
578,3284.82,16.15,Travel,59,Male,76382,Suburban,2,1
579,4366.89,3.98,Fashion,70,Female,22190,Urban,0,0
580,3390.01,5.07,Fashion,22,Female,168116,Suburban,1,1
581,2236.77,20.05,Online,24,Male,188198,Suburban,3,0
582,1476.49,13.61,Healthcare,80,Female,87255,Urban,3,0
583,254.45,0.36,Fashion,61,Female,93743,Rural,2,0
584,4689.19,3.25,Online,37,Female,147887,Suburban,4,1
585,4046.46,21.56,Fuel,48,Male,34152,Urban,4,1
586,269.7,3.42,Electronics,61,Female,89669,Rural,0,1
587,4208.82,19.07,Restaurant,59,Female,36775,Suburban,1,0
588,3053.39,12.78,Grocery,26,Female,30894,Urban,3,1
589,4517.71,13.51,Online,56,Male,115857,Rural,5,1
590,692.67,8.27,Restaurant,68,Female,121414,Urban,3,1
591,1736.24,13.78,Restaurant,58,Female,68137,Suburban,3,1
592,2642.34,11.2,Fuel,74,Male,181672,Urban,3,1
593,2116.67,1.24,Fashion,39,Male,196678,Suburban,0,0
594,2438.79,4.5,Travel,70,Male,195469,Rural,3,0
595,1650.69,2.16,Electronics,26,Male,54078,Suburban,5,1
596,2852.42,6.49,Online,21,Male,58698,Rural,0,0
597,396.12,5.23,Fashion,64,Female,41215,Suburban,0,0
598,419.89,4.33,Online,73,Male,90232,Urban,0,0
599,2161.22,1.89,Grocery,78,Female,30077,Urban,3,0
600,964.68,16.78,Electronics,80,Male,44079,Urban,4,0
601,1962.44,5.19,Healthcare,29,Male,116201,Suburban,5,0
602,2183.19,10.1,Online,21,Male,114259,Suburban,4,0
603,4760.14,18.94,Online,77,Female,83951,Rural,0,0
604,4684.25,14.05,Healthcare,77,Male,79574,Urban,2,1
605,3275.71,4.25,Grocery,73,Female,192162,Suburban,4,1
606,1526.6,1.91,Healthcare,23,Male,183288,Rural,2,0
607,857.97,15.62,Fuel,55,Female,46519,Rural,3,0
608,3116.03,9.6,Fuel,32,Male,71791,Suburban,3,1
609,3308.39,15.36,Fuel,50,Female,162297,Rural,1,0
610,4073.97,6.98,Restaurant,50,Male,195861,Urban,0,0
611,584.16,22.49,Fuel,20,Female,91446,Suburban,4,0
612,1978.14,11.72,Restaurant,55,Female,29704,Urban,4,0
613,1120.91,15.72,Restaurant,30,Male,109683,Suburban,5,0
614,2063.74,13.4,Online,31,Female,179097,Rural,5,0
615,1076.36,16.69,Grocery,46,Female,68311,Suburban,5,1
616,3212.05,23.74,Grocery,64,Female,63707,Urban,4,1
617,2118.18,13.4,Travel,76,Male,141277,Urban,5,1
618,680.52,4.38,Travel,38,Male,85460,Urban,5,0
619,2214.68,11.25,Electronics,50,Female,64534,Urban,3,1
620,2162.25,11.54,Grocery,35,Female,143792,Urban,1,0
621,4268.38,20.58,Travel,58,Female,110269,Suburban,4,1
622,2852.46,19.6,Travel,23,Female,85070,Urban,0,0
623,2350.64,13.39,Online,52,Female,187546,Suburban,2,0
624,970.48,20.69,Restaurant,79,Female,128755,Suburban,3,0
625,1295.94,6.59,Fuel,75,Male,114277,Suburban,3,1
626,1711.16,18.33,Electronics,63,Male,93344,Urban,4,0
627,1965.77,10.15,Online,18,Female,198119,Rural,0,0
628,4995.18,13.44,Grocery,28,Female,64922,Rural,5,1
629,4283.95,16.11,Grocery,21,Female,189831,Rural,5,1
630,4968.85,17.43,Grocery,54,Female,140531,Suburban,4,1
631,3742.68,7.85,Online,39,Female,173042,Suburban,4,1
632,4913.0,3.42,Electronics,30,Male,111577,Urban,0,0
633,2275.81,23.87,Travel,61,Male,73272,Urban,3,0
634,4638.41,9.67,Restaurant,71,Male,135427,Rural,2,1
635,1428.21,19.44,Fuel,42,Female,192628,Rural,1,0
636,450.11,4.31,Travel,43,Female,20079,Urban,1,1
637,1570.0,1.7,Grocery,50,Female,57333,Urban,4,0
638,4868.58,1.94,Healthcare,67,Male,36492,Suburban,3,1
639,3811.7,11.32,Electronics,76,Male,149828,Suburban,1,0
640,4927.3,19.22,Online,80,Female,40496,Urban,0,0
641,1999.24,21.41,Healthcare,25,Male,46193,Rural,0,1
642,3129.6,13.51,Fashion,74,Female,79242,Rural,3,1
643,3049.36,1.74,Fuel,40,Male,86297,Urban,2,1
644,364.72,9.95,Restaurant,65,Female,113666,Rural,1,0
645,3985.17,21.86,Restaurant,24,Male,149505,Urban,1,0
646,4728.91,8.07,Grocery,18,Male,32893,Urban,0,0
647,1937.36,21.41,Fashion,54,Male,85993,Urban,3,0
648,1380.72,23.91,Grocery,25,Male,69636,Suburban,2,0
649,2510.07,17.61,Healthcare,54,Male,71877,Urban,5,0
650,4487.19,7.9,Travel,25,Female,109375,Urban,3,1
651,451.19,12.98,Restaurant,27,Female,64964,Urban,4,1
652,1761.83,19.75,Fuel,27,Male,42184,Suburban,2,1
653,4251.31,19.83,Healthcare,35,Female,42760,Suburban,5,1
654,3067.09,11.8,Fashion,38,Female,68324,Suburban,1,0
655,604.63,11.46,Online,45,Female,47837,Urban,0,0
656,3230.21,12.94,Restaurant,21,Male,159163,Urban,4,1
657,3045.98,7.94,Healthcare,74,Female,188906,Rural,5,1
658,1520.34,20.93,Fuel,49,Male,92916,Rural,1,0
659,3648.48,12.57,Fuel,65,Female,85702,Suburban,3,1
660,4283.99,1.26,Electronics,75,Male,151458,Rural,2,1
661,3386.45,7.9,Fuel,60,Male,33464,Rural,1,0
662,4348.07,12.31,Restaurant,70,Female,195228,Rural,0,0
663,1416.57,16.3,Electronics,67,Male,128603,Urban,0,1
664,3096.29,22.62,Travel,20,Female,53011,Urban,2,1
665,4555.69,2.11,Grocery,49,Male,66805,Suburban,4,1
666,3503.26,4.84,Fashion,35,Female,122884,Urban,1,0
667,1175.92,8.32,Healthcare,50,Female,128996,Urban,0,0
668,3934.26,17.1,Electronics,25,Female,49089,Suburban,2,1
669,198.3,20.43,Grocery,18,Male,120237,Rural,1,1
670,2138.29,14.96,Electronics,43,Female,137685,Rural,5,1
671,3815.71,22.53,Grocery,39,Female,186775,Suburban,1,0
672,2814.71,8.42,Online,44,Female,160381,Suburban,5,0
673,457.51,0.73,Restaurant,68,Female,190230,Urban,4,0
674,1025.42,0.73,Grocery,58,Male,51783,Urban,3,0
675,3755.87,20.62,Healthcare,46,Male,178391,Urban,5,1
676,1154.5,22.18,Restaurant,53,Male,156906,Urban,1,0
677,3746.23,23.58,Grocery,48,Male,194386,Rural,4,1
678,261.79,16.26,Fuel,26,Female,50658,Urban,0,0
679,926.7,21.73,Restaurant,57,Male,179720,Urban,1,0
680,2049.34,13.21,Online,47,Male,82192,Rural,4,0
681,4765.93,21.69,Fuel,49,Female,43194,Suburban,5,1
682,3528.05,5.97,Restaurant,26,Male,97473,Urban,1,1
683,1807.85,6.34,Healthcare,19,Male,160578,Urban,0,0
684,3654.55,18.61,Fuel,52,Female,48691,Suburban,2,1
685,527.31,21.18,Online,19,Male,84577,Rural,5,0
686,1059.41,22.64,Healthcare,44,Female,137466,Suburban,0,0
687,4462.2,15.14,Electronics,32,Female,93387,Urban,1,0
688,4423.41,13.68,Restaurant,44,Female,77453,Suburban,5,1
689,4579.52,7.21,Restaurant,30,Male,70735,Rural,3,1
690,2972.65,7.9,Travel,45,Female,103027,Rural,1,0
691,2046.61,8.62,Fuel,25,Male,146022,Rural,2,0
692,3523.07,0.39,Online,51,Male,166199,Urban,0,0
693,4272.14,4.66,Travel,27,Male,103120,Suburban,5,1
694,2015.22,5.95,Fuel,66,Male,132940,Suburban,5,1
695,2542.04,12.48,Restaurant,79,Male,168997,Rural,1,0
696,2988.03,4.66,Grocery,25,Male,36365,Suburban,2,1
697,1966.66,3.56,Online,19,Female,125560,Rural,3,0
698,2055.97,18.17,Fashion,61,Female,174266,Urban,4,0
699,1552.04,7.29,Healthcare,31,Male,170076,Urban,4,0
700,3712.11,19.23,Fashion,38,Male,162270,Suburban,2,1
701,2902.17,18.24,Fashion,51,Male,54001,Rural,1,0
702,139.68,19.65,Restaurant,35,Male,58955,Urban,2,0
703,976.7,15.84,Grocery,20,Female,107252,Urban,2,0
704,3049.59,9.57,Fuel,66,Female,116218,Rural,5,1
705,3873.12,22.68,Travel,78,Female,95618,Rural,4,1
706,805.43,14.15,Grocery,20,Male,195143,Urban,2,0
707,273.16,0.25,Restaurant,57,Male,92117,Rural,2,0
708,4563.97,2.62,Online,73,Female,143965,Urban,2,1
709,204.07,1.97,Restaurant,75,Female,81867,Rural,5,0
710,887.91,3.97,Grocery,63,Female,29333,Urban,0,1
711,2904.57,13.04,Restaurant,55,Male,105828,Urban,2,0
712,1854.62,5.47,Fuel,69,Male,150669,Rural,4,0
713,3324.35,23.12,Healthcare,54,Male,69750,Suburban,0,0
714,638.93,23.78,Travel,23,Male,174192,Rural,2,0
715,288.57,18.54,Online,65,Female,184299,Suburban,5,0
716,593.66,13.72,Restaurant,74,Female,24710,Suburban,2,0
717,2081.63,9.75,Fashion,28,Female,187840,Suburban,1,0
718,1318.03,10.38,Restaurant,55,Female,114405,Suburban,4,1
719,2332.94,7.28,Electronics,30,Male,87079,Suburban,4,0
720,335.45,21.61,Healthcare,71,Female,180049,Urban,2,0
721,3113.31,11.7,Restaurant,80,Male,123948,Urban,3,1
722,2448.01,6.37,Grocery,50,Male,45046,Urban,2,0
723,166.55,18.9,Fuel,19,Female,45182,Urban,4,0
724,686.42,4.04,Grocery,55,Female,92605,Urban,1,0
725,487.74,9.56,Electronics,73,Female,152997,Urban,0,0
726,4792.77,1.83,Travel,75,Male,89467,Urban,2,1
727,620.18,20.33,Fuel,73,Male,29888,Urban,2,0
728,2834.51,22.48,Electronics,45,Male,185938,Suburban,5,0
729,2438.27,13.0,Restaurant,49,Male,157569,Rural,3,0
730,1257.6,13.09,Fuel,66,Female,108839,Rural,3,0
731,1743.24,10.25,Fuel,59,Male,116411,Rural,3,0
732,1441.41,18.63,Online,75,Male,52954,Suburban,3,0
733,1433.34,10.94,Grocery,33,Male,128738,Suburban,3,0
734,4309.13,10.67,Fuel,38,Male,173868,Suburban,2,1
735,4747.09,20.0,Restaurant,38,Male,86987,Suburban,1,0
736,4467.12,11.56,Restaurant,54,Female,35824,Suburban,5,1
737,1695.98,11.0,Electronics,62,Male,30376,Urban,3,0
738,484.76,15.46,Online,66,Male,154844,Suburban,1,0
739,704.3,5.08,Grocery,43,Male,114808,Rural,0,0
740,2103.91,18.19,Fuel,64,Male,135211,Suburban,0,0
741,108.56,12.13,Online,68,Female,78273,Urban,0,0
742,4322.29,5.55,Electronics,73,Female,105130,Suburban,3,1
743,4579.91,15.18,Fashion,61,Female,21945,Urban,2,1
744,3033.2,12.11,Online,60,Male,31410,Rural,1,0
745,746.12,13.04,Fashion,59,Female,126226,Suburban,5,0
746,3003.78,7.38,Restaurant,63,Male,165681,Rural,3,1
747,1944.67,5.55,Grocery,25,Female,176837,Rural,3,0
748,3485.01,10.07,Fuel,53,Male,87049,Rural,3,1
749,3268.41,12.57,Healthcare,58,Female,69399,Suburban,4,1
750,4721.02,8.55,Grocery,36,Male,85638,Suburban,4,1
751,456.81,0.86,Grocery,37,Female,54228,Rural,5,0
752,3295.46,13.99,Fuel,37,Female,101971,Urban,3,1
753,818.44,21.29,Electronics,36,Male,130198,Urban,2,0
754,2577.67,7.48,Electronics,26,Female,158378,Rural,0,0
755,1948.59,13.52,Grocery,54,Male,53097,Rural,2,0
756,2357.28,4.89,Healthcare,71,Female,64547,Suburban,5,0
757,1497.36,0.89,Fuel,20,Male,90118,Urban,4,0
758,1293.31,13.68,Fashion,41,Male,31437,Suburban,5,0
759,2313.19,18.77,Grocery,40,Male,163280,Rural,4,0
760,841.65,11.14,Healthcare,30,Female,134741,Suburban,0,0
761,3826.21,5.47,Restaurant,26,Male,20081,Urban,4,1
762,138.52,23.32,Restaurant,50,Male,156590,Suburban,3,0
763,653.61,3.04,Fuel,68,Female,37143,Suburban,5,0
764,3281.19,3.87,Travel,36,Female,198067,Urban,1,0
765,2674.97,10.79,Electronics,58,Male,64247,Suburban,5,0
766,4778.47,10.65,Fuel,62,Male,137569,Urban,5,1
767,3271.89,5.79,Grocery,26,Male,198851,Suburban,3,1
768,4886.07,0.12,Grocery,69,Female,175104,Urban,4,1
769,642.39,20.13,Restaurant,55,Male,94439,Suburban,5,1
770,595.1,3.34,Restaurant,26,Female,37728,Suburban,1,0
771,1866.39,12.91,Electronics,59,Male,47614,Suburban,1,0
772,4573.98,5.24,Travel,67,Male,70220,Suburban,4,1
773,3853.08,18.5,Fuel,24,Female,154995,Rural,1,0
774,1526.33,6.41,Healthcare,46,Male,87879,Urban,3,1
775,735.9,13.97,Travel,42,Female,72166,Urban,2,0
776,688.2,0.91,Travel,27,Male,29512,Rural,4,0
777,1978.99,18.39,Restaurant,18,Male,164140,Urban,1,0
778,1601.95,18.08,Fashion,60,Female,35607,Rural,4,0
779,4367.62,11.79,Online,51,Male,24673,Rural,2,1
780,4162.58,12.22,Grocery,54,Male,88380,Rural,5,1
781,3253.64,8.33,Grocery,21,Female,194308,Suburban,0,0
782,3334.41,11.21,Healthcare,25,Female,51401,Rural,0,0
783,2117.63,22.04,Fuel,28,Female,93506,Urban,3,0
784,4447.53,1.29,Electronics,67,Male,118509,Rural,3,1
785,2420.19,9.77,Fuel,27,Female,43757,Urban,4,0
786,3690.88,2.56,Healthcare,47,Female,183008,Urban,3,1
787,4578.56,0.26,Electronics,63,Female,96139,Rural,0,0
788,2109.93,7.81,Grocery,56,Male,198225,Suburban,3,0
789,2331.87,18.11,Healthcare,43,Male,36104,Suburban,2,0
790,1688.33,6.59,Restaurant,30,Female,101716,Suburban,0,0
791,2023.67,10.08,Travel,34,Male,137463,Suburban,4,0
792,2224.38,15.13,Travel,52,Male,89484,Suburban,0,0
793,3060.29,3.06,Travel,75,Male,80322,Suburban,1,1
794,4445.51,3.02,Fuel,41,Female,36436,Suburban,1,0
795,1481.88,10.04,Grocery,54,Male,194791,Rural,4,0
796,693.74,19.12,Fuel,70,Male,51348,Urban,0,0
797,4428.56,10.97,Restaurant,79,Female,62015,Suburban,1,0
798,2103.57,2.12,Fashion,27,Male,85769,Rural,1,1
799,2582.22,19.96,Healthcare,79,Female,194787,Rural,4,0
800,402.15,23.6,Online,50,Male,104697,Urban,0,0
801,186.6,13.6,Travel,59,Female,167405,Rural,5,0
802,4715.88,3.67,Online,64,Male,107390,Rural,5,1
803,4101.38,19.35,Travel,74,Female,71293,Suburban,5,1
804,3120.03,12.22,Healthcare,18,Female,31979,Suburban,0,0
805,1509.69,6.3,Healthcare,64,Female,104082,Suburban,4,0
806,3815.47,8.96,Electronics,28,Male,147651,Urban,4,1
807,777.03,7.9,Restaurant,53,Female,73381,Urban,5,0
808,1896.82,7.61,Electronics,35,Female,177386,Urban,5,0
809,4239.75,9.23,Grocery,64,Male,138161,Rural,1,0
810,4955.54,5.79,Restaurant,19,Male,156310,Rural,1,0
811,2704.63,23.49,Grocery,78,Female,128616,Suburban,2,1
812,206.16,2.19,Online,20,Female,57245,Rural,4,0
813,1357.54,8.62,Electronics,18,Female,79338,Rural,5,0
814,2361.53,18.97,Healthcare,38,Male,35446,Suburban,3,0
815,959.63,9.17,Fuel,69,Female,86438,Rural,4,0
816,4056.12,22.97,Restaurant,29,Male,93616,Suburban,5,1
817,1320.85,13.17,Fashion,65,Female,170178,Rural,0,0
818,400.4,13.14,Electronics,37,Female,126949,Suburban,3,0
819,53.83,6.15,Restaurant,39,Female,102938,Rural,3,1
820,2767.72,15.41,Healthcare,53,Female,24643,Urban,1,0
821,4366.99,19.89,Healthcare,53,Male,70784,Rural,5,1
822,445.99,12.02,Healthcare,22,Male,158533,Rural,3,0
823,4980.5,6.24,Online,18,Male,160404,Urban,0,0
824,2451.04,9.05,Healthcare,24,Male,51986,Urban,5,0
825,3620.1,21.29,Restaurant,44,Male,132664,Urban,3,1
826,1062.01,6.28,Travel,54,Female,136802,Urban,4,0
827,4744.56,12.78,Travel,53,Female,80930,Rural,0,0
828,4537.49,12.59,Fashion,76,Male,135811,Suburban,5,1
829,2710.01,0.85,Healthcare,57,Male,126992,Rural,5,0
830,1964.4,3.74,Fuel,56,Female,101481,Urban,4,1
831,1319.52,6.73,Fuel,61,Male,72843,Rural,0,0
832,4700.41,20.96,Healthcare,79,Male,51059,Rural,5,1
833,4180.91,1.1,Electronics,21,Female,172787,Urban,0,1
834,1877.34,17.25,Travel,68,Male,175251,Rural,5,1
835,2814.61,3.93,Fashion,76,Male,114606,Rural,5,0
836,1181.74,4.3,Healthcare,74,Female,81424,Suburban,4,0
837,2216.46,18.75,Online,44,Female,162600,Urban,3,0
838,1295.65,23.03,Fashion,43,Female,134811,Rural,2,0
839,886.42,21.0,Healthcare,70,Female,42995,Rural,4,0
840,3468.93,13.23,Online,54,Female,21775,Urban,2,1
841,1680.89,2.56,Healthcare,35,Male,199426,Rural,5,0
842,690.79,9.46,Electronics,35,Female,52414,Urban,4,0
843,3928.07,15.06,Restaurant,73,Male,141151,Suburban,5,1
844,4870.26,10.76,Healthcare,60,Female,167762,Suburban,4,1
845,163.41,19.18,Grocery,43,Male,121934,Urban,2,1
846,2885.55,3.22,Fashion,22,Male,102889,Urban,5,0
847,172.55,19.82,Electronics,69,Female,68573,Rural,0,0
848,2399.37,15.03,Electronics,71,Female,55055,Suburban,3,0
849,1891.37,5.05,Fashion,74,Male,119463,Urban,2,0
850,3098.8,21.73,Electronics,77,Male,97724,Suburban,5,1
851,111.3,9.85,Electronics,29,Female,191822,Rural,2,1
852,1064.49,14.15,Fuel,60,Male,167134,Rural,2,1
853,2583.81,4.43,Online,20,Female,194594,Suburban,5,0
854,993.79,19.81,Online,73,Female,35363,Urban,4,0
855,2147.36,16.06,Fuel,32,Female,120454,Suburban,2,0
856,1920.72,21.88,Electronics,77,Male,161430,Urban,0,0
857,3497.87,14.7,Fashion,49,Male,111607,Urban,1,0
858,3274.76,2.57,Restaurant,78,Female,20107,Urban,4,1
859,3013.54,13.47,Fashion,56,Female,65341,Rural,0,0
860,930.23,13.11,Fashion,47,Male,135564,Suburban,5,0
861,2047.15,13.19,Electronics,60,Female,143894,Rural,1,0
862,915.83,6.91,Fashion,62,Male,85956,Suburban,4,0
863,1974.62,14.08,Fashion,35,Female,141692,Rural,1,0
864,118.21,17.99,Electronics,45,Male,156393,Urban,1,0
865,308.09,0.01,Travel,22,Male,145763,Urban,0,0
866,3606.83,17.28,Restaurant,30,Male,104952,Urban,3,1
